FIPS_Code,State,Area_name,Civilian_labor_force_2011,Employed_2011,Unemployed_2011,Unemployment_rate_2011,Median_Household_Income_2011,Med_HH_Income_Percent_of_StateTotal_2011
5039,AR,Dallas County,3718.0,3307.0,411.0,11.1,30728.0,79.0
5041,AR,Desha County,5740.0,5065.0,675.0,11.8,30186.0,77.6
5043,AR,Drew County,8306.0,7336.0,970.0,11.7,35627.0,91.6
5045,AR,Faulkner County,57970.0,53899.0,4071.0,7.0,49314.0,126.8
5047,AR,Franklin County,7910.0,7320.0,590.0,7.5,38245.0,98.3
5049,AR,Fulton County,5239.0,4850.0,389.0,7.4,33696.0,86.6
5051,AR,Garland County,42968.0,39411.0,3557.0,8.3,35651.0,91.7
5053,AR,Grant County,8499.0,7891.0,608.0,7.2,46538.0,119.7
5055,AR,Greene County,18955.0,17067.0,1888.0,10.0,37893.0,97.4
5057,AR,Hempstead County,10968.0,10034.0,934.0,8.5,30922.0,79.5
5059,AR,Hot Spring County,15812.0,14610.0,1202.0,7.6,38082.0,97.9
5061,AR,Howard County,6228.0,5731.0,497.0,8.0,33079.0,85.1
5063,AR,Independence County,17068.0,15559.0,1509.0,8.8,34690.0,89.2
5065,AR,Izard County,5454.0,4943.0,511.0,9.4,31245.0,80.3
5067,AR,Jackson County,7424.0,6636.0,788.0,10.6,32750.0,84.2
5069,AR,Jefferson County,35085.0,31377.0,3708.0,10.6,37704.0,97.0
5071,AR,Johnson County,11737.0,10890.0,847.0,7.2,34182.0,87.9
5073,AR,Lafayette County,2899.0,2612.0,287.0,9.9,30057.0,77.3
5075,AR,Lawrence County,7370.0,6651.0,719.0,9.8,32678.0,84.0
5077,AR,Lee County,3358.0,2980.0,378.0,11.3,27894.0,71.7
5079,AR,Lincoln County,5134.0,4653.0,481.0,9.4,35854.0,92.2
5081,AR,Little River County,6083.0,5614.0,469.0,7.7,38937.0,100.1
5083,AR,Logan County,9888.0,9061.0,827.0,8.4,34000.0,87.4
5085,AR,Lonoke County,33083.0,30837.0,2246.0,6.8,49579.0,127.5
5087,AR,Madison County,7517.0,7049.0,468.0,6.2,34292.0,88.2
5089,AR,Marion County,6622.0,6001.0,621.0,9.4,32685.0,84.0
5091,AR,Miller County,20864.0,19398.0,1466.0,7.0,37728.0,97.0
5093,AR,Mississippi County,22177.0,19715.0,2462.0,11.1,33426.0,86.0
5095,AR,Monroe County,3538.0,3221.0,317.0,9.0,27758.0,71.4
5097,AR,Montgomery County,4159.0,3813.0,346.0,8.3,31603.0,81.3
5099,AR,Nevada County,4336.0,3939.0,397.0,9.2,31590.0,81.2
5101,AR,Newton County,3577.0,3298.0,279.0,7.8,31224.0,80.3
5103,AR,Ouachita County,12092.0,10961.0,1131.0,9.4,35095.0,90.2
5105,AR,Perry County,4788.0,4374.0,414.0,8.6,38858.0,99.9
5107,AR,Phillips County,8639.0,7651.0,988.0,11.4,26892.0,69.2
5109,AR,Pike County,4790.0,4339.0,451.0,9.4,30054.0,77.3
5111,AR,Poinsett County,10741.0,9773.0,968.0,9.0,30761.0,79.1
5113,AR,Polk County,8463.0,7764.0,699.0,8.3,31030.0,79.8
5115,AR,Pope County,30473.0,28145.0,2328.0,7.6,38095.0,98.0
5117,AR,Prairie County,4011.0,3682.0,329.0,8.2,36088.0,92.8
5119,AR,Pulaski County,189904.0,176257.0,13647.0,7.2,43898.0,112.9
5121,AR,Randolph County,7637.0,6850.0,787.0,10.3,33210.0,85.4
5123,AR,St. Francis County,10273.0,9145.0,1128.0,11.0,28467.0,73.2
5125,AR,Saline County,52960.0,49495.0,3465.0,6.5,54372.0,139.8
5127,AR,Scott County,4829.0,4497.0,332.0,6.9,31163.0,80.1
5129,AR,Searcy County,3483.0,3188.0,295.0,8.5,26990.0,69.4
5131,AR,Sebastian County,59513.0,54568.0,4945.0,8.3,38404.0,98.8
5133,AR,Sevier County,6943.0,6370.0,573.0,8.3,30899.0,79.5
5135,AR,Sharp County,6365.0,5711.0,654.0,10.3,28760.0,74.0
5137,AR,Stone County,4575.0,4107.0,468.0,10.2,29182.0,75.0
5139,AR,Union County,17910.0,16171.0,1739.0,9.7,37193.0,95.6
5141,AR,Van Buren County,7396.0,6672.0,724.0,9.8,34513.0,88.7
5143,AR,Washington County,103897.0,97643.0,6254.0,6.0,39230.0,100.9
5145,AR,White County,34997.0,31911.0,3086.0,8.8,42958.0,110.5
5147,AR,Woodruff County,3287.0,2906.0,381.0,11.6,27357.0,70.3
5149,AR,Yell County,10342.0,9669.0,673.0,6.5,33747.0,86.8
6000,CA,California,18384886.0,16226558.0,2158328.0,11.7,57275.0,100.0
6001,CA,Alameda County,760931.0,682028.0,78903.0,10.4,67295.0,117.5
6003,CA,Alpine County,504.0,428.0,76.0,15.1,46706.0,81.5
6005,CA,Amador County,17020.0,14841.0,2179.0,12.8,51553.0,90.0
6007,CA,Butte County,101686.0,87892.0,13794.0,13.6,39208.0,68.5
6009,CA,Calaveras County,19852.0,16956.0,2896.0,14.6,50599.0,88.3
6011,CA,Colusa County,11799.0,9396.0,2403.0,20.4,47469.0,82.9
6013,CA,Contra Costa County,524056.0,469605.0,54451.0,10.4,74241.0,129.6
6015,CA,Del Norte County,11450.0,9919.0,1531.0,13.4,35598.0,62.2
6017,CA,El Dorado County,90962.0,80252.0,10710.0,11.8,61970.0,108.2
6019,CA,Fresno County,442054.0,368936.0,73118.0,16.5,42572.0,74.3
6021,CA,Glenn County,12865.0,10834.0,2031.0,15.8,40221.0,70.2
6023,CA,Humboldt County,60628.0,53796.0,6832.0,11.3,39526.0,69.0
6025,CA,Imperial County,77561.0,54550.0,23011.0,29.7,36898.0,64.4
6027,CA,Inyo County,9488.0,8548.0,940.0,9.9,44928.0,78.4
6029,CA,Kern County,382029.0,325095.0,56934.0,14.9,44903.0,78.4
6031,CA,Kings County,61099.0,51245.0,9854.0,16.1,48319.0,84.4
6033,CA,Lake County,25810.0,21508.0,4302.0,16.7,35882.0,62.6
6035,CA,Lassen County,13480.0,11666.0,1814.0,13.5,47938.0,83.7
6037,CA,Los Angeles County,4924364.0,4318870.0,605494.0,12.3,52239.0,91.2
6039,CA,Madera County,66369.0,56235.0,10134.0,15.3,44795.0,78.2
6041,CA,Marin County,135339.0,125354.0,9985.0,7.4,78470.0,137.0
6043,CA,Mariposa County,9680.0,8540.0,1140.0,11.8,42175.0,73.6
6045,CA,Mendocino County,42837.0,38162.0,4675.0,10.9,41236.0,72.0
6047,CA,Merced County,110167.0,90046.0,20121.0,18.3,40016.0,69.9
6049,CA,Modoc County,3905.0,3325.0,580.0,14.9,34654.0,60.5
6051,CA,Mono County,8790.0,7909.0,881.0,10.0,48758.0,85.1
6053,CA,Monterey County,222857.0,195209.0,27648.0,12.4,52746.0,92.1
6055,CA,Napa County,76460.0,69572.0,6888.0,9.0,61179.0,106.8
6057,CA,Nevada County,50960.0,45550.0,5410.0,10.6,53833.0,94.0
6059,CA,Orange County,1603670.0,1464372.0,139298.0,8.7,72046.0,125.8
6061,CA,Placer County,175078.0,156183.0,18895.0,10.8,69581.0,121.5
6063,CA,Plumas County,9868.0,8297.0,1571.0,15.9,44923.0,78.4
6065,CA,Riverside County,938434.0,810616.0,127818.0,13.6,52491.0,91.6
6067,CA,Sacramento County,675639.0,594098.0,81541.0,12.1,52236.0,91.2
6069,CA,San Benito County,26391.0,22251.0,4140.0,15.7,62618.0,109.3
6071,CA,San Bernardino County,860571.0,747141.0,113430.0,13.2,51017.0,89.1
6073,CA,San Diego County,1583807.0,1426103.0,157704.0,10.0,59290.0,103.5
6075,CA,San Francisco County,462530.0,422719.0,39811.0,8.6,69354.0,121.1
6077,CA,San Joaquin County,297572.0,247446.0,50126.0,16.8,50376.0,88.0
6079,CA,San Luis Obispo County,138650.0,125796.0,12854.0,9.3,53877.0,94.1
6081,CA,San Mateo County,380315.0,350181.0,30134.0,7.9,81378.0,142.1
6083,CA,Santa Barbara County,225635.0,205784.0,19851.0,8.8,59494.0,103.9
6085,CA,Santa Clara County,896226.0,809326.0,86900.0,9.7,84741.0,148.0
6087,CA,Santa Cruz County,150740.0,132514.0,18226.0,12.1,61228.0,106.9
6089,CA,Shasta County,83452.0,71180.0,12272.0,14.7,41796.0,73.0
6091,CA,Sierra County,1677.0,1438.0,239.0,14.3,45060.0,78.7
6093,CA,Siskiyou County,19829.0,16535.0,3294.0,16.6,35175.0,61.4
6095,CA,Solano County,215472.0,190826.0,24646.0,11.4,63090.0,110.2
6097,CA,Sonoma County,257279.0,232143.0,25136.0,9.8,60792.0,106.1
6099,CA,Stanislaus County,236573.0,196782.0,39791.0,16.8,44287.0,77.3
6101,CA,Sutter County,43305.0,35152.0,8153.0,18.8,48749.0,85.1
6103,CA,Tehama County,25374.0,21561.0,3813.0,15.0,37297.0,65.1
6105,CA,Trinity County,5058.0,4160.0,898.0,17.8,33163.0,57.9
6107,CA,Tulare County,208098.0,173520.0,34578.0,16.6,40599.0,70.9
6109,CA,Tuolumne County,25890.0,22514.0,3376.0,13.0,43530.0,76.0
6111,CA,Ventura County,437011.0,393089.0,43922.0,10.1,74019.0,129.2
6113,CA,Yolo County,97750.0,85658.0,12092.0,12.4,50174.0,87.6
6115,CA,Yuba County,27995.0,22907.0,5088.0,18.2,43299.0,75.6
8000,CO,Colorado,2723027.0,2497297.0,225730.0,8.3,55530.0,100.0
8001,CO,Adams County,231640.0,209105.0,22535.0,9.7,52429.0,94.4
8003,CO,Alamosa County,8802.0,8092.0,710.0,8.1,36870.0,66.4
8005,CO,Arapahoe County,319084.0,292978.0,26106.0,8.2,57042.0,102.7
8007,CO,Archuleta County,6207.0,5633.0,574.0,9.2,48043.0,86.5
8009,CO,Baca County,2533.0,2433.0,100.0,3.9,34168.0,61.5
8011,CO,Bent County,2616.0,2416.0,200.0,7.6,35522.0,64.0
8013,CO,Boulder County,175874.0,164991.0,10883.0,6.2,68101.0,122.6
8014,CO,Broomfield County,30912.0,28645.0,2267.0,7.3,79051.0,142.4
8015,CO,Chaffee County,8555.0,7940.0,615.0,7.2,44156.0,79.5
8017,CO,Cheyenne County,1380.0,1337.0,43.0,3.1,46965.0,84.6
8019,CO,Clear Creek County,5666.0,5252.0,414.0,7.3,65420.0,117.8
8021,CO,Conejos County,3885.0,3516.0,369.0,9.5,32588.0,58.7
8023,CO,Costilla County,1428.0,1248.0,180.0,12.6,26125.0,47.0
8025,CO,Crowley County,1777.0,1610.0,167.0,9.4,30279.0,54.5
8027,CO,Custer County,1989.0,1860.0,129.0,6.5,45791.0,82.5
8029,CO,Delta County,16284.0,14804.0,1480.0,9.1,41442.0,74.6
8031,CO,Denver County,322078.0,292806.0,29272.0,9.1,47584.0,85.7
8033,CO,Dolores County,1047.0,928.0,119.0,11.4,39650.0,71.4
8035,CO,Douglas County,160069.0,149815.0,10254.0,6.4,95973.0,172.8
8037,CO,Eagle County,29425.0,26884.0,2541.0,8.6,67190.0,121.0
8039,CO,Elbert County,12851.0,11915.0,936.0,7.3,78029.0,140.5
8041,CO,El Paso County,300553.0,272831.0,27722.0,9.2,54857.0,98.8
8043,CO,Fremont County,20350.0,18312.0,2038.0,10.0,41493.0,74.7
8045,CO,Garfield County,33173.0,30261.0,2912.0,8.8,57617.0,103.8
8047,CO,Gilpin County,3582.0,3349.0,233.0,6.5,60537.0,109.0
8049,CO,Grand County,8644.0,7938.0,706.0,8.2,56980.0,102.6
8051,CO,Gunnison County,9211.0,8620.0,591.0,6.4,43069.0,77.6
8053,CO,Hinsdale County,643.0,619.0,24.0,3.7,49024.0,88.3
8055,CO,Huerfano County,3244.0,2878.0,366.0,11.3,30655.0,55.2
8057,CO,Jackson County,1275.0,1225.0,50.0,3.9,43206.0,77.8
8059,CO,Jefferson County,304791.0,280768.0,24023.0,7.9,64412.0,116.0
8061,CO,Kiowa County,1016.0,976.0,40.0,3.9,41427.0,74.6
8063,CO,Kit Carson County,4631.0,4408.0,223.0,4.8,43078.0,77.6
8065,CO,Lake County,3574.0,3158.0,416.0,11.6,42768.0,77.0
8067,CO,La Plata County,30380.0,28327.0,2053.0,6.8,52276.0,94.1
8069,CO,Larimer County,178043.0,166001.0,12042.0,6.8,55501.0,99.9
8071,CO,Las Animas County,7891.0,7121.0,770.0,9.8,40191.0,72.4
8073,CO,Lincoln County,3232.0,3075.0,157.0,4.9,42734.0,77.0
8075,CO,Logan County,11468.0,10709.0,759.0,6.6,43823.0,78.9
8077,CO,Mesa County,79048.0,71441.0,7607.0,9.6,47778.0,86.0
8079,CO,Mineral County,459.0,436.0,23.0,5.0,46956.0,84.6
8081,CO,Moffat County,8537.0,7809.0,728.0,8.5,52257.0,94.1
8083,CO,Montezuma County,13278.0,12155.0,1123.0,8.5,41817.0,75.3
8085,CO,Montrose County,20095.0,17913.0,2182.0,10.9,43035.0,77.5
8087,CO,Morgan County,15837.0,14837.0,1000.0,6.3,41246.0,74.3
8089,CO,Otero County,9367.0,8519.0,848.0,9.1,30420.0,54.8
8091,CO,Ouray County,2599.0,2398.0,201.0,7.7,57922.0,104.3
8093,CO,Park County,9099.0,8392.0,707.0,7.8,58565.0,105.5
8095,CO,Phillips County,2563.0,2449.0,114.0,4.4,43826.0,78.9
8097,CO,Pitkin County,10793.0,9946.0,847.0,7.8,69229.0,124.7
8099,CO,Prowers County,7082.0,6673.0,409.0,5.8,36563.0,65.8
8101,CO,Pueblo County,76538.0,68697.0,7841.0,10.2,40764.0,73.4
8103,CO,Rio Blanco County,4338.0,4100.0,238.0,5.5,60022.0,108.1
8105,CO,Rio Grande County,6620.0,6006.0,614.0,9.3,37472.0,67.5
8107,CO,Routt County,14227.0,13063.0,1164.0,8.2,64998.0,117.1
8109,CO,Saguache County,3322.0,2989.0,333.0,10.0,30746.0,55.4
8111,CO,San Juan County,564.0,506.0,58.0,10.3,36547.0,65.8
8113,CO,San Miguel County,5110.0,4728.0,382.0,7.5,57578.0,103.7
8115,CO,Sedgwick County,1638.0,1552.0,86.0,5.3,37511.0,67.6
8117,CO,Summit County,16804.0,15548.0,1256.0,7.5,60397.0,108.8
8119,CO,Teller County,12646.0,11543.0,1103.0,8.7,60313.0,108.6
8121,CO,Washington County,2933.0,2792.0,141.0,4.8,43433.0,78.2
8123,CO,Weld County,122877.0,111434.0,11443.0,9.3,51773.0,93.2
8125,CO,Yuma County,6856.0,6594.0,262.0,3.8,46246.0,83.3
9000,CT,Connecticut,1918127.0,1749478.0,168649.0,8.8,65822.0,100.0
9001,CT,Fairfield County,481769.0,443195.0,38574.0,8.0,77065.0,117.1
9003,CT,Hartford County,472551.0,429025.0,43526.0,9.2,60947.0,92.6
9005,CT,Litchfield County,106511.0,97753.0,8758.0,8.2,68658.0,104.3
9007,CT,Middlesex County,95001.0,87800.0,7201.0,7.6,75714.0,115.0
9009,CT,New Haven County,457666.0,413073.0,44593.0,9.7,58985.0,89.6
9011,CT,New London County,151676.0,138557.0,13119.0,8.6,63561.0,96.6
9013,CT,Tolland County,87640.0,81173.0,6467.0,7.4,77124.0,117.2
9015,CT,Windham County,65312.0,58902.0,6410.0,9.8,54911.0,83.4
10000,DE,Delaware,439181.0,406952.0,32229.0,7.3,58159.0,100.0
10001,DE,Kent County,75580.0,70021.0,5559.0,7.4,51045.0,87.8
10003,DE,New Castle County,271024.0,251111.0,19913.0,7.3,63087.0,108.5
10005,DE,Sussex County,92577.0,85820.0,6757.0,7.3,51060.0,87.8
11000,DC,District of Columbia,344333.0,309060.0,35273.0,10.2,62087.0,100.0
11001,DC,District of Columbia,344333.0,309060.0,35273.0,10.2,62087.0,100.0
12000,FL,Florida,9248503.0,8278141.0,970362.0,10.5,44250.0,100.0
12001,FL,Alachua County,130699.0,120631.0,10068.0,7.7,39825.0,90.0
12003,FL,Baker County,12494.0,11255.0,1239.0,9.9,42564.0,96.2
12005,FL,Bay County,91028.0,81886.0,9142.0,10.0,44204.0,99.9
12007,FL,Bradford County,12470.0,11374.0,1096.0,8.8,39271.0,88.7
12009,FL,Brevard County,267597.0,237935.0,29662.0,11.1,46494.0,105.1
12011,FL,Broward County,990714.0,899611.0,91103.0,9.2,48478.0,109.6
12013,FL,Calhoun County,5882.0,5321.0,561.0,9.5,32395.0,73.2
12015,FL,Charlotte County,70507.0,62920.0,7587.0,10.8,41346.0,93.4
12017,FL,Citrus County,56154.0,49466.0,6688.0,11.9,35041.0,79.2
12019,FL,Clay County,97148.0,88138.0,9010.0,9.3,54867.0,124.0
12021,FL,Collier County,148485.0,133216.0,15269.0,10.3,51039.0,115.3
12023,FL,Columbia County,31641.0,28581.0,3060.0,9.7,36452.0,82.4
12027,FL,DeSoto County,15208.0,13696.0,1512.0,9.9,32753.0,74.0
12029,FL,Dixie County,5739.0,5007.0,732.0,12.8,30801.0,69.6
12031,FL,Duval County,447217.0,399669.0,47548.0,10.6,45995.0,103.9
12033,FL,Escambia County,140603.0,126409.0,14194.0,10.1,41072.0,92.8
12035,FL,Flagler County,34022.0,29209.0,4813.0,14.1,47095.0,106.4
12037,FL,Franklin County,5497.0,5062.0,435.0,7.9,35288.0,79.7
12039,FL,Gadsden County,20240.0,18148.0,2092.0,10.3,34154.0,77.2
12041,FL,Gilchrist County,7557.0,6819.0,738.0,9.8,38046.0,86.0
12043,FL,Glades County,5201.0,4668.0,533.0,10.2,38825.0,87.7
12045,FL,Gulf County,6235.0,5598.0,637.0,10.2,37373.0,84.5
12047,FL,Hamilton County,4855.0,4304.0,551.0,11.3,29482.0,66.6
12049,FL,Hardee County,12329.0,11054.0,1275.0,10.3,33058.0,74.7
12051,FL,Hendry County,17894.0,15310.0,2584.0,14.4,35247.0,79.7
12053,FL,Hernando County,62857.0,54408.0,8449.0,13.4,40411.0,91.3
12055,FL,Highlands County,43193.0,38689.0,4504.0,10.4,33692.0,76.1
12057,FL,Hillsborough County,611769.0,547463.0,64306.0,10.5,46592.0,105.3
12059,FL,Holmes County,8871.0,8145.0,726.0,8.2,33211.0,75.1
12061,FL,Indian River County,63290.0,55313.0,7977.0,12.6,42053.0,95.0
12063,FL,Jackson County,22476.0,20665.0,1811.0,8.1,35193.0,79.5
12065,FL,Jefferson County,6816.0,6210.0,606.0,8.9,40252.0,91.0
12067,FL,Lafayette County,3159.0,2903.0,256.0,8.1,40407.0,91.3
12069,FL,Lake County,127861.0,113542.0,14319.0,11.2,44965.0,101.6
12071,FL,Lee County,282699.0,251298.0,31401.0,11.1,45515.0,102.9
12073,FL,Leon County,149905.0,137899.0,12006.0,8.0,44857.0,101.4
12075,FL,Levy County,16995.0,15082.0,1913.0,11.3,33544.0,75.8
12077,FL,Liberty County,3332.0,3054.0,278.0,8.3,37446.0,84.6
12079,FL,Madison County,7217.0,6386.0,831.0,11.5,31578.0,71.4
12081,FL,Manatee County,140040.0,124855.0,15185.0,10.8,43494.0,98.3
12083,FL,Marion County,133997.0,117482.0,16515.0,12.3,36425.0,82.3
12085,FL,Martin County,64157.0,57234.0,6923.0,10.8,50417.0,113.9
12086,FL,Miami-Dade County,1264608.0,1121772.0,142836.0,11.3,40476.0,91.5
12087,FL,Monroe County,46909.0,43908.0,3001.0,6.4,51152.0,115.6
12089,FL,Nassau County,37412.0,33826.0,3586.0,9.6,54706.0,123.6
12091,FL,Okaloosa County,99218.0,91905.0,7313.0,7.4,49643.0,112.2
12093,FL,Okeechobee County,19208.0,16958.0,2250.0,11.7,33806.0,76.4
12095,FL,Orange County,620155.0,556343.0,63812.0,10.3,44635.0,100.9
12097,FL,Osceola County,136698.0,120866.0,15832.0,11.6,40933.0,92.5
12099,FL,Palm Beach County,620081.0,553380.0,66701.0,10.8,48973.0,110.7
12101,FL,Pasco County,192126.0,169038.0,23088.0,12.0,40859.0,92.3
12103,FL,Pinellas County,441627.0,395412.0,46215.0,10.5,42761.0,96.6
12105,FL,Polk County,274561.0,242803.0,31758.0,11.6,40258.0,91.0
12107,FL,Putnam County,32635.0,28752.0,3883.0,11.9,31150.0,70.4
12109,FL,St. Johns County,98258.0,89947.0,8311.0,8.5,63299.0,143.0
12111,FL,St. Lucie County,125291.0,108959.0,16332.0,13.0,41384.0,93.5
12113,FL,Santa Rosa County,73088.0,66445.0,6643.0,9.1,53155.0,120.1
12115,FL,Sarasota County,161271.0,143977.0,17294.0,10.7,47457.0,107.2
12117,FL,Seminole County,237758.0,214784.0,22974.0,9.7,54449.0,123.0
12119,FL,Sumter County,36107.0,33029.0,3078.0,8.5,44595.0,100.8
12121,FL,Suwannee County,19169.0,17390.0,1779.0,9.3,34947.0,79.0
12123,FL,Taylor County,9274.0,8263.0,1011.0,10.9,33863.0,76.5
12125,FL,Union County,5444.0,4995.0,449.0,8.2,40743.0,92.1
12127,FL,Volusia County,254098.0,226670.0,27428.0,10.8,38477.0,87.0
12129,FL,Wakulla County,15429.0,14142.0,1287.0,8.3,50716.0,114.6
12131,FL,Walton County,31849.0,29584.0,2265.0,7.1,44763.0,101.2
12133,FL,Washington County,10189.0,9081.0,1108.0,10.9,35004.0,79.1
13000,GA,Georgia,4725104.0,4262175.0,462929.0,9.8,45886.0,100.0
13001,GA,Appling County,9542.0,8497.0,1045.0,11.0,35164.0,76.6
13003,GA,Atkinson County,3011.0,2588.0,423.0,14.0,28693.0,62.5
13005,GA,Bacon County,4591.0,4138.0,453.0,9.9,31301.0,68.2
13007,GA,Baker County,1509.0,1375.0,134.0,8.9,33347.0,72.7
13009,GA,Baldwin County,18018.0,15544.0,2474.0,13.7,34304.0,74.8
13011,GA,Banks County,10201.0,9460.0,741.0,7.3,42673.0,93.0
13013,GA,Barrow County,34424.0,31224.0,3200.0,9.3,50996.0,111.1
13015,GA,Bartow County,48802.0,43831.0,4971.0,10.2,45072.0,98.2
13017,GA,Ben Hill County,6810.0,5868.0,942.0,13.8,29425.0,64.1
13019,GA,Berrien County,7816.0,6879.0,937.0,12.0,33417.0,72.8
13021,GA,Bibb County,73237.0,65551.0,7686.0,10.5,35125.0,76.5
13023,GA,Bleckley County,5225.0,4508.0,717.0,13.7,39461.0,86.0
13025,GA,Brantley County,7651.0,6772.0,879.0,11.5,36300.0,79.1
13027,GA,Brooks County,7436.0,6736.0,700.0,9.4,29282.0,63.8
13029,GA,Bryan County,15459.0,14181.0,1278.0,8.3,63092.0,137.5
13031,GA,Bulloch County,32213.0,28922.0,3291.0,10.2,33192.0,72.3
13033,GA,Burke County,9645.0,8544.0,1101.0,11.4,31188.0,68.0
13035,GA,Butts County,10120.0,8928.0,1192.0,11.8,40330.0,87.9
13037,GA,Calhoun County,2273.0,2027.0,246.0,10.8,27860.0,60.7
13039,GA,Camden County,20243.0,18272.0,1971.0,9.7,50207.0,109.4
13043,GA,Candler County,4414.0,3957.0,457.0,10.4,28263.0,61.6
13045,GA,Carroll County,52170.0,46608.0,5562.0,10.7,43237.0,94.2
13047,GA,Catoosa County,34216.0,31562.0,2654.0,7.8,47111.0,102.7
13049,GA,Charlton County,4477.0,3961.0,516.0,11.5,31582.0,68.8
13051,GA,Chatham County,132848.0,120617.0,12231.0,9.2,42383.0,92.4
13053,GA,Chattahoochee County,2090.0,1717.0,373.0,17.8,41476.0,90.4
13055,GA,Chattooga County,10316.0,9158.0,1158.0,11.2,33350.0,72.7
13057,GA,Cherokee County,112406.0,103304.0,9102.0,8.1,65769.0,143.3
13059,GA,Clarke County,65606.0,60677.0,4929.0,7.5,30880.0,67.3
13061,GA,Clay County,1432.0,1307.0,125.0,8.7,26420.0,57.6
13063,GA,Clayton County,129784.0,114008.0,15776.0,12.2,37706.0,82.2
13065,GA,Clinch County,2635.0,2332.0,303.0,11.5,30237.0,65.9
13067,GA,Cobb County,371429.0,338369.0,33060.0,8.9,57995.0,126.4
13069,GA,Coffee County,15257.0,13055.0,2202.0,14.4,32351.0,70.5
13071,GA,Colquitt County,19996.0,18063.0,1933.0,9.7,30669.0,66.8
13073,GA,Columbia County,63896.0,59359.0,4537.0,7.1,62717.0,136.7
13075,GA,Cook County,6487.0,5662.0,825.0,12.7,32812.0,71.5
13077,GA,Coweta County,62717.0,57144.0,5573.0,8.9,56878.0,124.0
13079,GA,Crawford County,6108.0,5504.0,604.0,9.9,41855.0,91.2
13081,GA,Crisp County,9149.0,7935.0,1214.0,13.3,29134.0,63.5
13083,GA,Dade County,8168.0,7504.0,664.0,8.1,41233.0,89.9
13085,GA,Dawson County,11358.0,10352.0,1006.0,8.9,53339.0,116.2
13087,GA,Decatur County,10834.0,9422.0,1412.0,13.0,31054.0,67.7
13089,GA,DeKalb County,364638.0,327792.0,36846.0,10.1,48293.0,105.2
13091,GA,Dodge County,8868.0,7829.0,1039.0,11.7,31696.0,69.1
13093,GA,Dooly County,4551.0,3907.0,644.0,14.2,29970.0,65.3
13095,GA,Dougherty County,42318.0,37514.0,4804.0,11.4,30186.0,65.8
13097,GA,Douglas County,68214.0,61232.0,6982.0,10.2,50501.0,110.1
13099,GA,Early County,5341.0,4846.0,495.0,9.3,31345.0,68.3
13101,GA,Echols County,1954.0,1811.0,143.0,7.3,32543.0,70.9
13103,GA,Effingham County,27262.0,24992.0,2270.0,8.3,59502.0,129.7
13105,GA,Elbert County,9380.0,8013.0,1367.0,14.6,33068.0,72.1
13107,GA,Emanuel County,10165.0,8987.0,1178.0,11.6,30459.0,66.4
13109,GA,Evans County,4892.0,4458.0,434.0,8.9,30858.0,67.2
13111,GA,Fannin County,10759.0,9654.0,1105.0,10.3,34775.0,75.8
13113,GA,Fayette County,52392.0,48162.0,4230.0,8.1,74476.0,162.3
13115,GA,Floyd County,47590.0,42401.0,5189.0,10.9,40159.0,87.5
13117,GA,Forsyth County,90431.0,83856.0,6575.0,7.3,85137.0,185.5
13119,GA,Franklin County,10191.0,9059.0,1132.0,11.1,31042.0,67.7
13121,GA,Fulton County,449190.0,402210.0,46980.0,10.5,54893.0,119.6
13123,GA,Gilmer County,12729.0,11340.0,1389.0,10.9,36359.0,79.2
13125,GA,Glascock County,1144.0,1008.0,136.0,11.9,35247.0,76.8
13127,GA,Glynn County,36684.0,32827.0,3857.0,10.5,44238.0,96.4
13129,GA,Gordon County,25425.0,22501.0,2924.0,11.5,42253.0,92.1
13131,GA,Grady County,11899.0,10921.0,978.0,8.2,33368.0,72.7
13133,GA,Greene County,7304.0,6561.0,743.0,10.2,39209.0,85.4
13135,GA,Gwinnett County,427058.0,390792.0,36266.0,8.5,56944.0,124.1
13137,GA,Habersham County,19379.0,17528.0,1851.0,9.6,39879.0,86.9
13139,GA,Hall County,89960.0,82630.0,7330.0,8.1,49324.0,107.5
13141,GA,Hancock County,2985.0,2385.0,600.0,20.1,26107.0,56.9
13143,GA,Haralson County,12783.0,11452.0,1331.0,10.4,37495.0,81.7
13145,GA,Harris County,17080.0,15890.0,1190.0,7.0,64048.0,139.6
13147,GA,Hart County,10362.0,9164.0,1198.0,11.6,36327.0,79.2
13149,GA,Heard County,5058.0,4507.0,551.0,10.9,35765.0,77.9
13151,GA,Henry County,104821.0,94646.0,10175.0,9.7,58130.0,126.7
13153,GA,Houston County,70292.0,64824.0,5468.0,7.8,51851.0,113.0
13155,GA,Irwin County,3578.0,3106.0,472.0,13.2,33602.0,73.2
13157,GA,Jackson County,27249.0,24602.0,2647.0,9.7,49400.0,107.7
13159,GA,Jasper County,6498.0,5808.0,690.0,10.6,43618.0,95.1
13161,GA,Jeff Davis County,5485.0,4702.0,783.0,14.3,32248.0,70.3
13163,GA,Jefferson County,6847.0,5930.0,917.0,13.4,27703.0,60.4
13165,GA,Jenkins County,2459.0,2009.0,450.0,18.3,25807.0,56.2
13167,GA,Johnson County,3595.0,3137.0,458.0,12.7,28585.0,62.3
13169,GA,Jones County,14496.0,13209.0,1287.0,8.9,48792.0,106.3
13171,GA,Lamar County,8584.0,7571.0,1013.0,11.8,40769.0,88.8
